VentaID,Fecha,TiendaID,ProductoID,Cantidad,PrecioUnitario,MontoTotal,Descuento
V0025298,2023-06-26,T078,P0022,1,17200.66,17200.66,5.2
V0025299,2023-06-26,T066,P0042,1,21996.15,21996.15,5.2
V0025300,2023-06-26,T026,P0080,1,23504.79,23504.79,0.2
V0025301,2023-06-26,T050,P0002,2,17867.05,35734.1,7.0
V0025302,2023-06-26,T004,P0082,2,12046.21,24092.42,27.2
V0025303,2023-06-26,T018,P0139,2,5008.94,10017.88,14.7
V0025304,2023-06-26,T095,P0079,1,13780.65,13780.65,21.1
V0025305,2023-06-26,T094,P0052,1,13915.55,13915.55,12.7
V0025306,2023-06-26,T019,P0081,1,12983.31,12983.31,14.4
V0025307,2023-06-26,T086,P0168,1,1793.43,1793.43,18.0
V0025308,2023-06-26,T032,P0133,2,11088.38,22176.76,10.2
V0025309,2023-06-26,T012,P0189,1,2044.43,2044.43,3.7
V0025310,2023-06-26,T032,P0114,1,21217.56,21217.56,12.9
V0025311,2023-06-26,T055,P0004,1,4155.22,4155.22,17.9
V0025312,2023-06-26,T059,P0200,1,2310.37,2310.37,8.6
V0025313,2023-06-26,T037,P0116,1,26181.83,26181.83,3.5
V0025314,2023-06-26,T027,P0090,1,11144.79,11144.79,27.4
V0025315,2023-06-26,T068,P0009,1,23739.94,23739.94,1.3
V0025316,2023-06-26,T066,P0079,1,16131.74,16131.74,7.6
V0025317,2023-06-26,T010,P0164,1,2715.51,2715.51,2.6
V0025318,2023-06-26,T100,P0076,1,3282.31,3282.31,27.2
V0025319,2023-06-26,T025,P0118,2,8278.37,16556.73,16.3
V0025320,2023-06-26,T090,P0189,1,1922.23,1922.23,9.5
V0025321,2023-06-26,T067,P0023,1,15228.58,15228.58,29.3
V0025322,2023-06-26,T096,P0017,1,15529.63,15529.63,8.6
V0025323,2023-06-26,T026,P0187,1,2944.76,2944.76,21.7
V0025324,2023-06-26,T048,P0121,1,11263.11,11263.11,0.9
V0025325,2023-06-26,T099,P0054,1,7778.75,7778.75,3.2
V0025326,2023-06-26,T079,P0001,1,14826.8,14826.8,23.2
V0025327,2023-06-26,T024,P0132,1,6911.09,6911.09,11.3
V0025328,2023-06-26,T080,P0117,2,24730.46,49460.92,6.8
V0025329,2023-06-26,T052,P0193,1,2267.84,2267.84,14.6
V0025330,2023-06-26,T086,P0146,1,2556.65,2556.65,16.7
V0025331,2023-06-26,T013,P0006,1,16159.83,16159.83,12.3
V0025332,2023-06-26,T023,P0042,1,21372.55,21372.55,7.9
V0025333,2023-06-26,T013,P0027,3,9788.87,29366.6,25.2
V0025334,2023-06-26,T043,P0046,1,5351.73,5351.73,8.1
V0025335,2023-06-26,T036,P0003,2,4513.52,9027.05,8.1
V0025336,2023-06-26,T001,P0076,1,3309.19,3309.19,26.6
V0025337,2023-06-26,T012,P0194,1,1218.86,1218.86,25.5
V0025338,2023-06-26,T016,P0189,2,1920.46,3840.92,9.6
V0025339,2023-06-26,T051,P0097,2,6816.36,13632.72,24.0
V0025340,2023-06-26,T100,P0147,1,11609.47,11609.47,12.3
V0025341,2023-06-26,T028,P0032,1,13200.76,13200.76,21.4
V0025342,2023-06-26,T006,P0062,1,7919.83,7919.83,6.5
V0025343,2023-06-26,T028,P0104,1,29663.39,29663.39,10.0
V0025344,2023-06-26,T097,P0125,1,7120.41,7120.41,14.2
V0025345,2023-06-26,T097,P0154,1,2882.04,2882.04,20.5
V0025346,2023-06-26,T050,P0184,1,1632.97,1632.97,13.1
V0025347,2023-06-26,T054,P0200,1,1817.0,1817.0,28.1
V0025348,2023-06-26,T089,P0066,1,22048.32,22048.32,9.3
V0025349,2023-06-26,T001,P0028,1,16042.06,16042.06,17.3
V0025350,2023-06-26,T005,P0155,1,2883.48,2883.48,8.2
V0025351,2023-06-26,T009,P0132,1,7232.36,7232.36,7.2
V0025352,2023-06-26,T019,P0105,1,10875.09,10875.09,11.6
V0025353,2023-06-26,T012,P0110,1,20649.87,20649.87,5.1
V0025354,2023-06-26,T011,P0011,1,7626.18,7626.18,13.5
V0025355,2023-06-26,T015,P0094,1,13192.74,13192.74,22.4
V0025356,2023-06-26,T068,P0166,3,3843.45,11530.34,22.6
V0025357,2023-06-26,T034,P0063,1,5679.88,5679.88,6.6
V0025358,2023-06-26,T014,P0015,1,17384.33,17384.33,0.9
V0025359,2023-06-26,T001,P0014,1,12170.79,12170.79,22.5
V0025360,2023-06-26,T043,P0136,1,9656.71,9656.71,6.7
V0025361,2023-06-26,T050,P0012,1,11073.6,11073.6,25.2
V0025362,2023-06-26,T048,P0084,1,18602.36,18602.36,17.4
V0025363,2023-06-26,T029,P0017,3,12294.28,36882.84,27.6
V0025364,2023-06-27,T083,P0042,1,20195.22,20195.22,13.0
V0025365,2023-06-27,T006,P0086,1,13147.78,13147.78,16.2
V0025366,2023-06-27,T062,P0032,1,13175.31,13175.31,21.6
V0025367,2023-06-27,T081,P0014,1,13735.17,13735.17,12.5
V0025368,2023-06-27,T038,P0192,1,3456.43,3456.43,21.9
V0025369,2023-06-27,T042,P0072,1,6511.55,6511.55,16.4
V0025370,2023-06-27,T036,P0142,1,5327.76,5327.76,7.7
V0025371,2023-06-27,T046,P0054,1,8004.41,8004.41,0.4
V0025372,2023-06-27,T092,P0072,1,5872.07,5872.07,24.6
V0025373,2023-06-27,T066,P0081,1,12681.05,12681.05,16.4
V0025374,2023-06-27,T051,P0057,1,11130.68,11130.68,29.0
V0025375,2023-06-27,T048,P0186,1,1028.45,1028.45,22.9
V0025376,2023-06-27,T080,P0100,1,21434.16,21434.16,18.9
V0025377,2023-06-27,T100,P0068,1,6323.95,6323.95,4.5
V0025378,2023-06-27,T079,P0132,2,7613.15,15226.29,2.3
V0025379,2023-06-27,T040,P0186,1,1158.5,1158.5,13.1
V0025380,2023-06-27,T067,P0161,1,5178.2,5178.2,4.9
V0025381,2023-06-27,T034,P0096,1,7002.08,7002.08,15.2
V0025382,2023-06-27,T040,P0199,1,3177.82,3177.82,21.7
V0025383,2023-06-27,T097,P0109,1,22986.38,22986.38,26.6
V0025384,2023-06-27,T040,P0088,1,23096.35,23096.35,23.2
V0025385,2023-06-27,T022,P0182,1,2378.53,2378.53,20.5
V0025386,2023-06-27,T062,P0010,1,8475.37,8475.37,25.4
V0025387,2023-06-27,T072,P0020,1,15519.4,15519.4,8.5
V0025388,2023-06-27,T089,P0155,1,2336.28,2336.28,25.6
V0025389,2023-06-27,T057,P0166,1,3678.95,3678.95,25.9
V0025390,2023-06-27,T057,P0067,1,12251.19,12251.19,10.5
V0025391,2023-06-27,T039,P0088,1,25590.85,25590.85,14.9
V0025392,2023-06-27,T084,P0069,1,22808.94,22808.94,2.5
V0025393,2023-06-27,T054,P0129,1,3168.52,3168.52,3.8
V0025394,2023-06-27,T023,P0110,2,18525.49,37050.98,14.8
V0025395,2023-06-27,T083,P0192,1,3461.02,3461.02,21.8
V0025396,2023-06-27,T082,P0038,1,19090.61,19090.61,14.3
V0025397,2023-06-27,T006,P0076,1,4385.24,4385.24,2.7
V0025398,2023-06-27,T010,P0181,1,1421.6,1421.6,10.9
V0025399,2023-06-27,T030,P0168,1,1822.6,1822.6,16.6
V0025400,2023-06-27,T015,P0111,1,10748.9,10748.9,3.3
V0025401,2023-06-27,T003,P0047,1,8689.08,8689.08,1.6
V0025402,2023-06-27,T062,P0140,1,5959.78,5959.78,7.3
V0025403,2023-06-27,T093,P0073,1,14022.34,14022.34,6.1
V0025404,2023-06-27,T062,P0047,1,7798.46,7798.46,11.7
V0025405,2023-06-27,T045,P0149,1,5988.13,5988.13,21.9
V0025406,2023-06-27,T038,P0191,1,2791.17,2791.17,6.7
V0025407,2023-06-27,T059,P0110,1,19597.0,19597.0,9.9
V0025408,2023-06-27,T089,P0040,1,20656.99,20656.99,4.0
V0025409,2023-06-27,T004,P0174,1,1385.92,1385.92,17.8
V0025410,2023-06-27,T096,P0132,1,6018.59,6018.59,22.8
V0025411,2023-06-27,T010,P0056,1,6702.07,6702.07,13.1
V0025412,2023-06-27,T092,P0021,1,6025.15,6025.15,8.6
V0025413,2023-06-27,T002,P0185,1,1191.59,1191.59,12.8
V0025414,2023-06-27,T054,P0051,1,8096.37,8096.37,4.2
V0025415,2023-06-27,T015,P0133,1,9710.51,9710.51,21.3
V0025416,2023-06-27,T046,P0183,1,2729.39,2729.39,8.3
V0025417,2023-06-27,T061,P0144,1,3348.27,3348.27,10.6
V0025418,2023-06-27,T021,P0162,1,2156.83,2156.83,2.1
V0025419,2023-06-27,T085,P0012,2,12205.82,24411.63,17.5
V0025420,2023-06-27,T079,P0028,1,18077.37,18077.37,6.8
V0025421,2023-06-27,T052,P0148,1,5004.68,5004.68,11.2
V0025422,2023-06-27,T012,P0060,1,3101.64,3101.64,26.0
V0025423,2023-06-27,T067,P0085,1,31445.02,31445.02,5.3
V0025424,2023-06-27,T045,P0130,1,9875.16,9875.16,25.2
V0025425,2023-06-27,T081,P0084,1,16510.86,16510.86,26.7
V0025426,2023-06-27,T072,P0069,1,23040.41,23040.41,1.5
V0025427,2023-06-27,T011,P0013,1,8867.39,8867.39,6.2
V0025428,2023-06-27,T008,P0160,1,5481.47,5481.47,9.3
V0025429,2023-06-27,T022,P0197,1,3931.59,3931.59,17.6
V0025430,2023-06-27,T081,P0138,3,9968.99,29906.96,17.1
V0025431,2023-06-27,T050,P0153,1,3153.01,3153.01,1.2
V0025432,2023-06-27,T025,P0050,1,9977.56,9977.56,11.0
V0025433,2023-06-27,T095,P0179,1,2572.2,2572.2,28.7
V0025434,2023-06-27,T006,P0039,1,13690.64,13690.64,3.4
V0025435,2023-06-27,T005,P0197,1,3945.97,3945.97,17.3
V0025436,2023-06-27,T067,P0170,1,5602.94,5602.94,17.0
V0025437,2023-06-27,T038,P0167,1,5527.88,5527.88,3.2
V0025438,2023-06-27,T015,P0127,1,9911.76,9911.76,9.6
V0025439,2023-06-27,T026,P0039,1,11882.76,11882.76,16.1
V0025440,2023-06-27,T038,P0196,1,2553.43,2553.43,28.9
V0025441,2023-06-27,T024,P0163,1,4147.16,4147.16,29.7
V0025442,2023-06-27,T093,P0092,1,11190.3,11190.3,24.3
V0025443,2023-06-27,T047,P0047,1,8421.15,8421.15,4.6
V0025444,2023-06-27,T022,P0069,1,17645.81,17645.81,24.5
V0025445,2023-06-27,T057,P0178,1,3377.45,3377.45,9.7
V0025446,2023-06-27,T023,P0100,1,21827.74,21827.74,17.4
V0025447,2023-06-27,T099,P0153,2,2594.58,5189.16,18.7
V0025448,2023-06-27,T014,P0169,1,2152.42,2152.42,13.7
V0025449,2023-06-27,T067,P0043,1,2523.11,2523.11,26.4
V0025450,2023-06-27,T067,P0047,1,8725.61,8725.61,1.2
V0025451,2023-06-27,T017,P0110,1,18209.86,18209.86,16.3
V0025452,2023-06-27,T020,P0033,3,3311.05,9933.16,24.7
V0025453,2023-06-27,T011,P0058,1,6222.55,6222.55,13.4
V0025454,2023-06-27,T071,P0014,1,13089.12,13089.12,16.6
V0025455,2023-06-27,T039,P0133,1,8750.44,8750.44,29.1
V0025456,2023-06-27,T086,P0023,1,18905.83,18905.83,12.2
V0025457,2023-06-27,T053,P0047,1,6620.88,6620.88,25.0
V0025458,2023-06-27,T011,P0156,1,6344.54,6344.54,0.4
V0025459,2023-06-27,T054,P0191,2,2429.62,4859.23,18.7
V0025460,2023-06-28,T042,P0035,2,14048.76,28097.52,25.5
V0025461,2023-06-28,T049,P0086,1,12966.99,12966.99,17.4
V0025462,2023-06-28,T048,P0087,1,11492.08,11492.08,28.9
V0025463,2023-06-28,T033,P0142,1,4572.69,4572.69,20.8
V0025464,2023-06-28,T015,P0043,2,2903.05,5806.09,15.3
V0025465,2023-06-28,T088,P0189,1,1724.88,1724.88,18.8
V0025466,2023-06-28,T048,P0087,1,12622.47,12622.47,21.9
V0025467,2023-06-28,T072,P0049,2,17069.86,34139.71,8.6
V0025468,2023-06-28,T074,P0111,1,9950.44,9950.44,10.5
V0025469,2023-06-28,T031,P0171,1,5910.89,5910.89,13.9
V0025470,2023-06-28,T050,P0056,3,6395.75,19187.24,17.1
V0025471,2023-06-28,T064,P0044,1,3721.79,3721.79,12.9
V0025472,2023-06-28,T016,P0017,2,15957.75,31915.49,6.0
V0025473,2023-06-28,T062,P0185,1,1006.31,1006.31,26.4
V0025474,2023-06-28,T095,P0085,2,26289.11,52578.23,20.8
V0025475,2023-06-28,T054,P0192,1,3501.35,3501.35,20.9
V0025476,2023-06-28,T091,P0070,2,13267.66,26535.32,27.6
V0025477,2023-06-28,T072,P0015,1,16693.5,16693.5,4.9
V0025478,2023-06-28,T082,P0134,1,6479.5,6479.5,29.7
V0025479,2023-06-28,T056,P0004,1,3992.92,3992.92,21.1
V0025480,2023-06-28,T081,P0071,1,15084.9,15084.9,19.8
V0025481,2023-06-28,T046,P0009,1,17324.45,17324.45,28.0
V0025482,2023-06-28,T008,P0043,2,2741.17,5482.34,20.0
V0025483,2023-06-28,T068,P0017,1,16205.71,16205.71,4.6
V0025484,2023-06-28,T043,P0138,1,10842.13,10842.13,9.8
V0025485,2023-06-28,T081,P0143,1,5785.41,5785.41,27.5
V0025486,2023-06-28,T078,P0186,1,1023.11,1023.11,23.3
V0025487,2023-06-28,T031,P0161,1,4878.45,4878.45,10.4
V0025488,2023-06-28,T035,P0057,1,15542.97,15542.97,0.9
V0025489,2023-06-28,T026,P0197,1,3754.19,3754.19,21.3
V0025490,2023-06-28,T004,P0053,1,3148.53,3148.53,0.3
V0025491,2023-06-28,T006,P0058,1,5457.26,5457.26,24.1
V0025492,2023-06-28,T083,P0087,1,13061.54,13061.54,19.2
V0025493,2023-06-28,T082,P0060,1,3540.65,3540.65,15.5
V0025494,2023-06-28,T028,P0135,1,6094.93,6094.93,28.1
V0025495,2023-06-28,T053,P0199,1,3770.3,3770.3,7.1
V0025496,2023-06-28,T043,P0151,1,5090.96,5090.96,1.5
V0025497,2023-06-28,T098,P0157,2,4883.07,9766.14,14.7
V0025498,2023-06-28,T025,P0184,1,1448.37,1448.37,23.0
V0025499,2023-06-28,T038,P0088,2,26085.23,52170.46,13.2
V0025500,2023-06-28,T096,P0106,1,24960.7,24960.7,20.0
V0025501,2023-06-28,T005,P0165,1,4807.81,4807.81,26.3
V0025502,2023-06-28,T091,P0160,2,5949.59,11899.18,1.6
V0025503,2023-06-28,T055,P0022,1,14731.31,14731.31,18.8
V0025504,2023-06-28,T046,P0064,1,7597.22,7597.22,10.6
V0025505,2023-06-28,T051,P0066,1,23919.69,23919.69,1.6
V0025506,2023-06-28,T041,P0036,1,19833.99,19833.99,0.4
V0025507,2023-06-28,T047,P0194,1,1324.43,1324.43,19.1
V0025508,2023-06-28,T037,P0165,1,5255.45,5255.45,19.4
V0025509,2023-06-28,T040,P0069,3,19332.99,57998.98,17.3
V0025510,2023-06-28,T093,P0018,1,8452.25,8452.25,21.9
V0025511,2023-06-28,T033,P0183,1,2163.98,2163.98,27.3
V0025512,2023-06-28,T038,P0119,2,23124.94,46249.89,10.8
V0025513,2023-06-28,T041,P0050,1,9159.71,9159.71,18.3
V0025514,2023-06-28,T017,P0178,1,2786.14,2786.14,25.5
V0025515,2023-06-28,T007,P0185,1,1153.48,1153.48,15.6
V0025516,2023-06-28,T012,P0181,1,1418.63,1418.63,11.1
V0025517,2023-06-28,T085,P0047,1,7076.52,7076.52,19.9
V0025518,2023-06-28,T004,P0002,1,15057.37,15057.37,21.6
V0025519,2023-06-28,T085,P0143,3,7138.18,21414.53,10.5
V0025520,2023-06-28,T071,P0160,1,5324.17,5324.17,11.9
V0025521,2023-06-28,T008,P0139,1,5156.04,5156.04,12.2
V0025522,2023-06-28,T036,P0198,1,2628.75,2628.75,12.7
V0025523,2023-06-28,T067,P0050,1,11079.75,11079.75,1.2
V0025524,2023-06-28,T070,P0123,1,7374.29,7374.29,25.0
V0025525,2023-06-28,T021,P0100,1,25662.12,25662.12,2.9
V0025526,2023-06-28,T066,P0076,1,3887.88,3887.88,13.7
V0025527,2023-06-28,T043,P0066,1,20468.93,20468.93,15.8
V0025528,2023-06-28,T095,P0144,2,3086.0,6171.99,17.6
V0025529,2023-06-28,T054,P0022,1,15507.64,15507.64,14.5
V0025530,2023-06-28,T036,P0167,1,4864.94,4864.94,14.8
V0025531,2023-06-28,T024,P0046,1,4811.07,4811.07,17.4
V0025532,2023-06-28,T037,P0018,1,9652.22,9652.22,10.8
V0025533,2023-06-28,T087,P0001,1,19047.2,19047.2,1.4
V0025534,2023-06-28,T014,P0124,1,6356.33,6356.33,1.3
V0025535,2023-06-28,T006,P0164,1,2250.52,2250.52,19.3
V0025536,2023-06-28,T037,P0056,1,6870.5,6870.5,10.9
V0025537,2023-06-28,T089,P0157,1,4783.16,4783.16,16.5
V0025538,2023-06-28,T003,P0059,1,9143.41,9143.41,15.3
V0025539,2023-06-28,T023,P0107,1,14510.19,14510.19,16.8
V0025540,2023-06-28,T079,P0144,1,3067.85,3067.85,18.1
V0025541,2023-06-28,T021,P0060,1,3868.97,3868.97,7.7
V0025542,2023-06-28,T008,P0011,1,7463.67,7463.67,15.4
V0025543,2023-06-28,T054,P0036,2,16101.06,32202.12,19.1
V0025544,2023-06-28,T010,P0054,1,7625.85,7625.85,5.1
V0025545,2023-06-28,T014,P0067,2,10425.56,20851.12,23.8
V0025546,2023-06-28,T082,P0016,1,16241.34,16241.34,26.4
V0025547,2023-06-28,T045,P0033,1,4269.3,4269.3,2.9
V0025548,2023-06-28,T028,P0058,1,5136.0,5136.0,28.6
V0025549,2023-06-28,T028,P0087,1,14720.04,14720.04,9.0
V0025550,2023-06-28,T015,P0164,1,2480.23,2480.23,11.1
V0025551,2023-06-28,T077,P0179,2,3531.09,7062.18,2.1
V0025552,2023-06-28,T030,P0137,1,8702.8,8702.8,27.0
V0025553,2023-06-28,T007,P0059,1,9638.93,9638.93,10.7
V0025554,2023-06-28,T058,P0200,1,2335.93,2335.93,7.6
V0025555,2023-06-28,T009,P0187,1,3451.8,3451.8,8.2
V0025556,2023-06-28,T008,P0197,1,4470.1,4470.1,6.3
V0025557,2023-06-28,T001,P0181,1,1126.65,1126.65,29.4
V0025558,2023-06-28,T046,P0091,2,12287.57,24575.14,28.8
V0025559,2023-06-28,T005,P0200,1,2049.66,2049.66,18.9
V0025560,2023-06-28,T082,P0195,1,1869.52,1869.52,18.8
V0025561,2023-06-28,T049,P0143,1,7343.39,7343.39,8.0
V0025562,2023-06-28,T052,P0037,1,11188.54,11188.54,11.0
V0025563,2023-06-28,T022,P0122,1,10297.85,10297.85,6.2
V0025564,2023-06-28,T032,P0172,2,6676.51,13353.01,3.2
V0025565,2023-06-28,T084,P0026,1,5420.87,5420.87,29.4
V0025566,2023-06-28,T039,P0132,1,7281.14,7281.14,6.6
V0025567,2023-06-28,T097,P0126,1,3983.6,3983.6,20.9
V0025568,2023-06-28,T071,P0077,1,8323.55,8323.55,30.0
V0025569,2023-06-28,T068,P0002,1,13643.11,13643.11,29.0
V0025570,2023-06-28,T017,P0103,1,25689.58,25689.58,19.2
V0025571,2023-06-28,T019,P0054,1,7052.24,7052.24,12.2
V0025572,2023-06-29,T095,P0152,1,4259.79,4259.79,0.6
V0025573,2023-06-29,T006,P0034,1,14602.06,14602.06,0.3
V0025574,2023-06-29,T058,P0076,1,3690.5,3690.5,18.1
V0025575,2023-06-29,T092,P0082,1,16420.79,16420.79,0.7
V0025576,2023-06-29,T096,P0140,2,6238.16,12476.32,3.0
V0025577,2023-06-29,T034,P0122,1,8566.23,8566.23,22.0
V0025578,2023-06-29,T006,P0120,1,15581.56,15581.56,4.7
V0025579,2023-06-29,T004,P0062,3,6646.66,19939.99,21.5
V0025580,2023-06-29,T077,P0139,1,5156.57,5156.57,12.2
V0025581,2023-06-29,T080,P0041,1,5241.42,5241.42,17.6
V0025582,2023-06-29,T060,P0153,1,3010.08,3010.08,5.7
V0025583,2023-06-29,T082,P0131,1,12850.04,12850.04,5.7
V0025584,2023-06-29,T012,P0163,2,5135.89,10271.79,13.0
V0025585,2023-06-29,T008,P0088,1,29920.45,29920.45,0.5
V0025586,2023-06-29,T011,P0154,1,3601.33,3601.33,0.6
V0025587,2023-06-29,T016,P0173,1,3025.3,3025.3,1.9
V0025588,2023-06-29,T010,P0136,1,8533.96,8533.96,17.6
V0025589,2023-06-29,T098,P0132,3,5679.7,17039.11,27.1
V0025590,2023-06-29,T053,P0068,1,6353.64,6353.64,4.1
V0025591,2023-06-29,T068,P0163,1,5147.57,5147.57,12.8
V0025592,2023-06-29,T026,P0035,1,18527.75,18527.75,1.7
V0025593,2023-06-29,T050,P0011,2,8482.53,16965.06,3.8
V0025594,2023-06-29,T087,P0188,1,4366.13,4366.13,11.1
V0025595,2023-06-29,T011,P0152,1,3811.83,3811.83,11.1
V0025596,2023-06-29,T093,P0074,2,3066.05,6132.1,25.3
V0025597,2023-06-29,T037,P0095,1,22796.44,22796.44,18.6
V0025598,2023-06-29,T074,P0181,1,1345.81,1345.81,15.6
V0025599,2023-06-29,T070,P0179,1,2855.37,2855.37,20.9
V0025600,2023-06-29,T015,P0002,1,19089.15,19089.15,0.6
V0025601,2023-06-29,T066,P0053,1,2996.07,2996.07,5.1
V0025602,2023-06-29,T053,P0018,2,9947.95,19895.9,8.0
V0025603,2023-06-29,T016,P0004,1,3887.27,3887.27,23.2
V0025604,2023-06-29,T033,P0094,1,15789.75,15789.75,7.2
V0025605,2023-06-29,T087,P0163,1,5668.52,5668.52,4.0
V0025606,2023-06-29,T087,P0175,1,2517.72,2517.72,12.5
V0025607,2023-06-29,T013,P0055,1,12565.15,12565.15,12.2
V0025608,2023-06-29,T012,P0186,1,1246.2,1246.2,6.5
V0025609,2023-06-29,T040,P0029,1,15413.19,15413.19,2.8
V0025610,2023-06-29,T080,P0012,2,11814.65,23629.31,20.2
V0025611,2023-06-29,T065,P0153,1,3184.25,3184.25,0.2
V0025612,2023-06-29,T053,P0085,1,24206.47,24206.47,27.1
V0025613,2023-06-29,T043,P0141,1,12025.0,12025.0,12.3
V0025614,2023-06-29,T078,P0176,1,3632.78,3632.78,18.6
V0025615,2023-06-29,T069,P0031,1,3909.49,3909.49,21.8
V0025616,2023-06-29,T024,P0070,1,13840.56,13840.56,24.5
V0025617,2023-06-29,T092,P0107,1,16009.64,16009.64,8.2
V0025618,2023-06-29,T016,P0016,1,20420.5,20420.5,7.4
V0025619,2023-06-29,T030,P0025,1,7136.65,7136.65,6.6
V0025620,2023-06-29,T025,P0122,1,9347.67,9347.67,14.9
V0025621,2023-06-29,T070,P0148,1,4551.94,4551.94,19.2
V0025622,2023-06-29,T078,P0149,2,5799.52,11599.04,24.4
V0025623,2023-06-29,T070,P0096,2,7497.31,14994.61,9.2
V0025624,2023-06-29,T068,P0069,1,22536.33,22536.33,3.6
V0025625,2023-06-29,T035,P0036,1,16937.49,16937.49,14.9
V0025626,2023-06-29,T048,P0188,1,3734.13,3734.13,24.0
V0025627,2023-06-29,T054,P0175,1,2220.94,2220.94,22.9
V0025628,2023-06-29,T072,P0200,2,2041.86,4083.72,19.2
V0025629,2023-06-29,T097,P0157,1,5684.73,5684.73,0.7
V0025630,2023-06-29,T090,P0111,1,8683.64,8683.64,21.9
V0025631,2023-06-29,T015,P0014,1,14403.33,14403.33,8.3
V0025632,2023-06-29,T011,P0151,1,4412.13,4412.13,14.6
V0025633,2023-06-29,T082,P0146,1,2218.12,2218.12,27.8
V0025634,2023-06-29,T051,P0043,1,2536.8,2536.8,26.0
V0025635,2023-06-29,T009,P0061,1,3733.05,3733.05,13.9
V0025636,2023-06-29,T012,P0108,1,23588.17,23588.17,8.6
V0025637,2023-06-29,T045,P0057,1,15168.68,15168.68,3.2
V0025638,2023-06-29,T049,P0058,1,5897.58,5897.58,18.0
V0025639,2023-06-29,T003,P0161,2,3864.09,7728.18,29.1
V0025640,2023-06-29,T080,P0099,1,13831.93,13831.93,22.5
V0025641,2023-06-29,T073,P0036,1,16159.04,16159.04,18.8
V0025642,2023-06-29,T083,P0113,1,19520.57,19520.57,19.0
V0025643,2023-06-29,T084,P0075,1,4782.2,4782.2,26.0
V0025644,2023-06-29,T040,P0021,1,5704.76,5704.76,13.5
V0025645,2023-06-29,T007,P0026,1,7302.79,7302.79,4.9
V0025646,2023-06-29,T079,P0097,1,7628.54,7628.54,15.0
V0025647,2023-06-29,T086,P0080,1,19978.01,19978.01,15.2
V0025648,2023-06-29,T050,P0006,1,15288.32,15288.32,17.0
V0025649,2023-06-29,T053,P0070,1,14855.75,14855.75,18.9
V0025650,2023-06-29,T027,P0073,1,13706.0,13706.0,8.2
V0025651,2023-06-29,T060,P0158,1,2285.6,2285.6,18.3
V0025652,2023-06-29,T080,P0167,1,4158.97,4158.97,27.2
V0025653,2023-06-29,T013,P0166,2,4492.43,8984.87,9.5
V0025654,2023-06-29,T006,P0099,1,13615.64,13615.64,23.7
V0025655,2023-06-29,T003,P0002,1,13831.44,13831.44,28.0
V0025656,2023-06-29,T087,P0045,1,18976.89,18976.89,0.7
V0025657,2023-06-29,T026,P0077,1,8837.59,8837.59,25.6
V0025658,2023-06-29,T005,P0022,1,15384.73,15384.73,15.2
V0025659,2023-06-29,T094,P0042,1,18351.87,18351.87,20.9
V0025660,2023-06-29,T028,P0056,1,6787.65,6787.65,12.0
V0025661,2023-06-29,T095,P0157,1,5704.93,5704.93,0.4
V0025662,2023-06-30,T053,P0165,1,6063.27,6063.27,7.0
V0025663,2023-06-30,T073,P0085,1,28962.35,28962.35,12.8
V0025664,2023-06-30,T080,P0179,1,3089.98,3089.98,14.4
V0025665,2023-06-30,T091,P0072,1,5484.39,5484.39,29.6
V0025666,2023-06-30,T098,P0176,1,3454.66,3454.66,22.6
V0025667,2023-06-30,T048,P0187,1,2865.37,2865.37,23.8
V0025668,2023-06-30,T044,P0077,1,9942.94,9942.94,16.3
V0025669,2023-06-30,T082,P0198,1,2332.29,2332.29,22.5
V0025670,2023-06-30,T070,P0013,1,6800.97,6800.97,28.0
V0025671,2023-06-30,T081,P0053,1,2717.29,2717.29,14.0
V0025672,2023-06-30,T085,P0011,1,8409.28,8409.28,4.7
V0025673,2023-06-30,T025,P0120,1,13708.19,13708.19,16.2
V0025674,2023-06-30,T061,P0149,1,5511.09,5511.09,28.1
V0025675,2023-06-30,T079,P0132,1,7443.55,7443.55,4.5
V0025676,2023-06-30,T075,P0106,2,23039.05,46078.1,26.1
V0025677,2023-06-30,T090,P0172,1,6043.48,6043.48,12.4
V0025678,2023-06-30,T049,P0170,1,5033.07,5033.07,25.5
V0025679,2023-06-30,T065,P0182,1,2958.16,2958.16,1.1
V0025680,2023-06-30,T027,P0081,1,12878.74,12878.74,15.1
V0025681,2023-06-30,T028,P0135,1,6781.11,6781.11,20.0
V0025682,2023-06-30,T040,P0055,1,13257.56,13257.56,7.4
V0025683,2023-06-30,T006,P0102,1,11444.35,11444.35,6.0
V0025684,2023-06-30,T060,P0125,1,6000.55,6000.55,27.7
V0025685,2023-06-30,T010,P0100,1,22228.02,22228.02,15.9
V0025686,2023-06-30,T050,P0200,2,2322.55,4645.09,8.1
V0025687,2023-06-30,T007,P0012,1,13985.6,13985.6,5.5
V0025688,2023-06-30,T068,P0132,1,6642.92,6642.92,14.8
V0025689,2023-06-30,T070,P0049,1,13389.84,13389.84,28.3
V0025690,2023-06-30,T007,P0182,1,2729.66,2729.66,8.7
V0025691,2023-06-30,T039,P0156,1,6199.93,6199.93,2.6
V0025692,2023-06-30,T015,P0109,1,27506.04,27506.04,12.2
V0025693,2023-06-30,T070,P0042,1,17907.94,17907.94,22.8
V0025694,2023-06-30,T030,P0050,2,8968.49,17936.97,20.0
V0025695,2023-06-30,T041,P0127,1,7969.73,7969.73,27.3
